id,timestamp,client_ip,domain,request_count,velocity_rps
2070,1785136351.791181,192.168.10.25,deo.shopeemobile.com,1,0.2
2069,1785136351.7366455,192.168.10.25,scontent.xx.fbcdn.net,1,0.4
2068,1785136350.8553438,192.168.10.25,app-measurement.com,1,0.4
2067,1785136349.8906748,192.168.10.25,app-measurement.com,1,0.2
2066,1785136347.6406486,192.168.10.25,scontent.xx.fbcdn.net,1,0.2
2065,1785136343.104176,192.168.10.25,deo.shopeemobile.com,1,0.8
2064,1785136342.540896,192.168.10.25,deo.shopeemobile.com,1,0.6
2063,1785136342.3516204,192.168.10.25,deo.shopeemobile.com,1,0.4
2062,1785136342.1284678,192.168.10.25,deo.shopeemobile.com,1,0.2
2061,1785136338.3176758,192.168.10.25,shopee.ph,1,0.4
2060,1785136338.1790166,192.168.10.25,shopee.ph,1,0.2
2059,1785136338.0835686,192.168.10.25,api.gw.airpay.com.ph,1,0.2
2058,1785136336.5224056,192.168.10.25,scontent.xx.fbcdn.net,1,1.2
2057,1785136336.3774636,192.168.10.25,ccms.shopee.io,1,0.2
2056,1785136334.3455126,192.168.10.25,scontent.xx.fbcdn.net,1,1.0
2055,1785136334.3258224,192.168.10.25,edge-mqtt.facebook.com,1,0.2
2054,1785136334.087453,192.168.10.25,deo.shopeemobile.com,1,0.4
2053,1785136333.8616846,192.168.10.25,mall.shopee.ph,1,0.2
2052,1785136333.5788538,192.168.10.25,gateway.bingviz.microsoftapp.net,1,0.2
2051,1785136332.3750014,192.168.10.25,scontent.xx.fbcdn.net,1,0.8
2050,1785136332.3542018,192.168.10.25,scontent.xx.fbcdn.net,1,0.6
2049,1785136332.3357413,192.168.10.25,scontent.xx.fbcdn.net,1,0.4
2048,1785136332.3203228,192.168.10.25,scontent.xx.fbcdn.net,1,0.2
2047,1785136331.1076467,192.168.10.25,deo.shopeemobile.com,1,0.2
2046,1785136330.6637347,192.168.10.25,graph.facebook.com,1,0.2
2045,1785136328.2871516,192.168.10.25,mall.shopee.ph,1,0.4
2044,1785136327.8195546,192.168.10.25,mall.shopee.ph,1,0.2
2043,1785136324.6464398,192.168.10.25,th.bing.com,1,0.2
2042,1785136322.1464229,192.168.10.25,edge-mqtt-fallback.facebook.com,1,0.2
2041,1785136317.6708665,192.168.10.25,scontent.xx.fbcdn.net,1,0.8
2040,1785136317.6531544,192.168.10.25,scontent.xx.fbcdn.net,1,0.6
2039,1785136315.7101111,192.168.10.25,scontent.xx.fbcdn.net,1,0.4
2038,1785136315.6781206,192.168.10.25,scontent.xx.fbcdn.net,1,0.2
2037,1785136315.4282815,192.168.10.25,gateway.facebook.com,1,0.2
2036,1785136315.4241586,192.168.10.25,edge-mqtt.facebook.com,1,0.2
2035,1785136308.4537578,192.168.10.25,gateway.facebook.com,1,0.2
2034,1785136307.2289615,192.168.10.25,scontent.xx.fbcdn.net,1,0.2
2033,1785136304.7889178,192.168.10.25,edge-mqtt.facebook.com,1,0.2
2032,1785136293.1098137,192.168.10.25,gateway.facebook.com,1,0.2
2031,1785136291.0373685,192.168.10.25,web.facebook.com,1,0.4
2030,1785136287.741893,192.168.10.25,web.facebook.com,1,0.2
2029,1785136287.1611826,192.168.10.25,edge-mqtt.facebook.com,1,0.2
2028,1785136286.018295,192.168.10.25,gateway.facebook.com,1,0.2
2027,1785136281.5810404,192.168.10.25,scontent.xx.fbcdn.net,1,0.4
2026,1785136281.5618052,192.168.10.25,scontent.xx.fbcdn.net,1,0.2
2025,1785136280.544821,192.168.10.25,graph.facebook.com,1,0.4
2024,1785136276.921215,192.168.10.25,graph.facebook.com,1,0.2
2023,1785136276.095777,192.168.10.25,scontent.xx.fbcdn.net,1,0.2
2022,1785136188.7304664,192.168.10.25,scontent.xx.fbcdn.net,1,0.2
2021,1785136155.750707,192.168.10.25,dns.google,1,0.4
2020,1785136155.7255547,192.168.10.25,dns.google,1,0.2
2019,1785136123.6769505,192.168.10.25,scontent.xx.fbcdn.net,1,0.6
2018,1785136123.4664354,192.168.10.25,scontent.xx.fbcdn.net,1,0.4
2017,1785136120.1454751,192.168.10.25,scontent.xx.fbcdn.net,1,0.2
2016,1785136079.890021,192.168.10.25,scontent.xx.fbcdn.net,1,0.2
2015,1785136071.3531485,192.168.10.25,scontent.xx.fbcdn.net,1,0.6
2014,1785136071.117135,192.168.10.25,scontent.xx.fbcdn.net,1,0.4
2013,1785136071.1038485,192.168.10.25,scontent.xx.fbcdn.net,1,0.2
2012,1785136066.8431563,192.168.10.25,graph.facebook.com,1,0.4
2011,1785136064.6403897,192.168.10.25,graph.facebook.com,1,0.2
2010,1785136061.6423583,192.168.10.25,test-gateway.instagram.com,1,0.2
2009,1785136059.8925786,192.168.10.25,gateway.instagram.com,1,0.2
2008,1785136058.8929698,192.168.10.25,graph.instagram.com,1,0.2
2007,1785136058.1232238,192.168.10.25,instagram.fmnl17-6.fna.fbcdn.net,1,0.4
2006,1785136058.0955904,192.168.10.25,instagram.fmnl17-6.fna.fbcdn.net,1,0.2
2005,1785136057.903521,192.168.10.25,instagram.fmnl17-8.fna.fbcdn.net,1,0.2
2004,1785136057.4984741,192.168.10.25,i.instagram.com,1,1.2
2003,1785136057.421134,192.168.10.25,i.instagram.com,1,1.0
2002,1785136056.1678855,192.168.10.25,i.instagram.com,1,0.8
2001,1785136056.0281727,192.168.10.25,0C6210B3-F4C1-47A2-8BA2-7845FFC5FFFB-netseer-ipaddr-assoc.xz.fbcdn.net,1,0.2
2000,1785136055.4075947,192.168.10.25,ngx-v4.amp-endpoint2.com,1,0.2
1999,1785136053.3018525,192.168.10.25,graph.facebook.com,1,0.4
1998,1785136053.266576,192.168.10.25,graph.facebook.com,1,0.2
1997,1785136053.0715811,192.168.10.25,i.instagram.com,1,0.8
1996,1785136052.9965498,192.168.10.25,i.instagram.com,1,0.6
1995,1785136052.5736043,192.168.10.25,i.instagram.com,1,0.4
1994,1785136052.4528975,192.168.10.25,www.facebook.com,1,0.2
1993,1785136051.4628754,192.168.10.25,test-gateway.instagram.com,1,0.2
1992,1785136051.3261843,192.168.10.25,edge-mqtt.facebook.com,1,0.2
1991,1785136049.606366,192.168.10.25,gateway.instagram.com,1,0.2
1990,1785136048.7950137,192.168.10.25,i.instagram.com,1,0.2
1989,1785136048.1231554,192.168.10.25,ocsp2.apple.com,1,0.2
1988,1785136033.2785032,192.168.10.25,scontent.xx.fbcdn.net,1,0.2
1987,1785136026.9445994,192.168.10.25,scontent.xx.fbcdn.net,1,0.2
1986,1785136026.1945064,192.168.10.25,scontent.fmnl17-5.fna.fbcdn.net,1,0.2
1985,1785136025.827472,192.168.10.25,cdn-v4.amp-endpoint3.com,1,0.2
